record_id,product_key,model_code,category,brand_tier,site,collected_at,condition,views,title_len,price
R03833,P00849,MC-3917-0849,ホビー,1,site_B,2025-11-03,全体的に状態が悪い,88,47,2653
R03834,P00688,MC-5244-0688,本・音楽,1,site_A,2026-01-04,新品,85,50,1749
R03835,P01934,MC-8987-1934,ファッション,0,site_A,2025-11-01,ほぼ新品,74,28,9343
R03836,P00048,MC-1836-0048,ファッション,1,site_A,2025-12-03,傷や汚れあり,63,116,8825
R03837,P00092,MC-1068-0092,ファッション,2,site_C,2025-10-12,傷や汚れあり,148,35,9603
R03839,P01536,MC-2520-1536,ホビー,0,site_D,2026-02-06,新品,160,88,15053
R03840,P01323,MC-3319-1323,家電,1,site_D,2025-10-12,ほぼ新品,38,62,67296
R03841,P00550,MC-8297-0550,スポーツ,0,site_D,2026-01-10,新品,90,120,11839
R03842,P01320,MC-7192-1320,スポーツ,0,site_B,2025-10-29,ほぼ新品,130,106,8827
R03843,P01602,MC-8898-1602,ファッション,1,site_B,2025-11-13,新品,104,76,6501
R03844,P01723,MC-7964-1723,ホビー,0,site_A,2025-12-01,全体的に状態が悪い,146,56,2169
R03845,P01495,MC-6789-1495,ホビー,0,site_C,2026-02-02,傷や汚れあり,54,113,4602
R03846,P00144,MC-3005-0144,本・音楽,0,site_A,2025-12-23,新品,85,76,981
R03848,P01310,MC-7910-1310,家電,2,site_D,2026-01-30,傷や汚れあり,63,73,40308
R03849,P01112,MC-2288-1112,スポーツ,0,site_D,2025-12-08,ほぼ新品,77,125,6973
R03850,P00722,MC-4256-0722,ファッション,1,site_B,2025-12-15,新品,108,16,7243
R03851,P02018,MC-1302-2018,ホビー,0,site_E,2025-10-28,傷や汚れあり,182,78,17698
R03852,P02087,MC-1221-2087,本・音楽,0,site_D,2025-11-07,ほぼ新品,39,23,1653
R03854,P01686,MC-7813-1686,スポーツ,1,site_B,2026-02-19,傷や汚れあり,151,89,5111
R03855,P01625,MC-9415-1625,家電,2,site_D,2025-12-03,傷や汚れあり,103,76,73209
R03856,P01422,MC-8024-1422,家電,0,site_A,2026-01-07,ほぼ新品,129,15,9605
R03857,P00318,MC-7021-0318,スポーツ,1,site_E,2025-12-14,傷や汚れあり,212,120,17327
R03858,P01251,MC-4615-1251,ファッション,1,site_A,2026-01-07,新品,296,97,7725
R03859,P01294,MC-7875-1294,ホビー,0,site_E,2025-12-24,傷や汚れあり,100,70,7202
R03860,P00667,MC-4274-0667,スポーツ,1,site_B,2025-11-25,全体的に状態が悪い,586,39,9834
R03862,P00338,MC-4243-0338,ファッション,1,site_B,2025-12-12,傷や汚れあり,285,73,18666
R03864,P02015,MC-4726-2015,ファッション,0,site_B,2026-01-14,傷や汚れあり,195,110,3167
R03865,P01573,MC-9363-1573,ファッション,0,site_D,2026-01-11,ほぼ新品,164,26,5719
R03866,P01481,MC-1473-1481,スポーツ,0,site_C,2026-01-30,傷や汚れあり,122,76,4012
R03867,P02190,MC-8092-2190,ホビー,0,site_E,2026-01-25,ほぼ新品,190,20,10280
R03868,P00463,MC-6485-0463,本・音楽,0,site_C,2026-01-19,傷や汚れあり,74,97,694
R03869,P00425,MC-3149-0425,スポーツ,1,site_E,2025-10-21,傷や汚れあり,63,126,20830
R03870,P02084,MC-5080-2084,ファッション,1,site_A,2025-10-14,ほぼ新品,56,95,7228
R03871,P01748,MC-6182-1748,ファッション,0,site_B,2025-12-26,新品,131,37,4653
R03872,P00521,MC-9686-0521,本・音楽,0,site_A,2025-11-18,新品,204,111,921
R03874,P01157,MC-4964-1157,ファッション,0,site_C,2026-02-13,ほぼ新品,193,48,13970
R03875,P00227,MC-3653-0227,スポーツ,1,site_B,2025-11-30,傷や汚れあり,184,50,9704
R03877,P01378,MC-5319-1378,ホビー,1,site_B,2025-10-23,傷や汚れあり,105,95,6613
R03878,P00446,MC-9505-0446,ファッション,0,site_E,2026-02-05,傷や汚れあり,213,58,4965
R03879,P01083,MC-2613-1083,スポーツ,0,site_B,2026-02-08,全体的に状態が悪い,113,75,4370
R03881,P01531,MC-9589-1531,スポーツ,0,site_E,2026-01-24,全体的に状態が悪い,145,31,4561
R03882,P01587,MC-6419-1587,家電,2,site_A,2026-01-24,ほぼ新品,193,110,55815
R03883,P01796,MC-5698-1796,家電,2,site_D,2026-02-03,ほぼ新品,111,92,44034
R03884,P01426,MC-6876-1426,家電,0,site_D,2025-10-03,傷や汚れあり,65,77,10803
R03885,P00354,MC-4258-0354,家電,1,site_A,2026-01-31,全体的に状態が悪い,203,55,25884
R03886,P01530,MC-8420-1530,家電,0,site_B,2025-11-19,ほぼ新品,71,122,27337
R03888,P01755,MC-7559-1755,ホビー,1,site_B,2026-02-18,ほぼ新品,101,127,10224
R03889,P00147,MC-3372-0147,スポーツ,2,site_C,2025-11-25,全体的に状態が悪い,307,101,15685
R03890,P01300,MC-2570-1300,本・音楽,1,site_D,2026-01-28,ほぼ新品,175,128,3045
R03892,P00748,MC-2006-0748,本・音楽,1,site_B,2025-10-11,新品,50,59,1370
R03893,P00687,MC-3024-0687,ホビー,1,site_A,2025-12-04,ほぼ新品,16,48,16427
R03894,P00531,MC-1968-0531,本・音楽,0,site_B,2025-10-18,傷や汚れあり,718,55,1498
R03895,P02156,MC-3449-2156,本・音楽,1,site_C,2025-12-10,傷や汚れあり,255,47,1827
R03896,P01560,MC-6918-1560,ファッション,2,site_D,2026-01-27,ほぼ新品,247,65,6382
R03899,P01171,MC-2928-1171,家電,1,site_E,2025-11-08,傷や汚れあり,182,108,70343
R03900,P01678,MC-5271-1678,ファッション,1,site_B,2026-02-05,傷や汚れあり,126,15,5804
R03901,P01931,MC-1269-1931,ファッション,0,site_E,2026-01-28,全体的に状態が悪い,441,30,9857
R03902,P00578,MC-2031-0578,ファッション,2,site_D,2026-01-04,新品,166,54,24065
R03903,P00508,MC-5131-0508,ホビー,1,site_C,2025-10-08,全体的に状態が悪い,68,88,5333
R03904,P01705,MC-3492-1705,家電,1,site_B,2026-01-01,ほぼ新品,122,68,160664
R03906,P00321,MC-2834-0321,ファッション,0,site_E,2026-02-09,ほぼ新品,229,57,8494
R03908,P01896,MC-3397-1896,家電,0,site_C,2025-10-30,全体的に状態が悪い,150,89,7113
R03909,P02131,MC-4321-2131,ファッション,0,site_A,2026-02-14,ほぼ新品,194,53,6971
R03910,P00117,MC-4058-0117,ファッション,0,site_C,2026-02-09,全体的に状態が悪い,48,20,3580
R03911,P01786,MC-3313-1786,本・音楽,0,site_B,2025-11-09,ほぼ新品,60,109,857
R03912,P00153,MC-8024-0153,家電,2,site_D,2025-12-10,新品,172,122,194535
R03913,P02097,MC-4527-2097,ホビー,0,site_A,2025-12-31,傷や汚れあり,122,24,10732
R03914,P00346,MC-6867-0346,家電,1,site_D,2025-11-13,傷や汚れあり,265,20,33638
R03915,P01072,MC-8899-1072,ファッション,0,site_B,2025-11-26,傷や汚れあり,120,122,4412
R03916,P00506,MC-8383-0506,ホビー,0,site_E,2026-02-21,全体的に状態が悪い,147,24,1535
R03917,P01962,MC-7961-1962,ファッション,0,site_E,2025-12-28,新品,60,44,22040
R03918,P01584,MC-7964-1584,家電,2,site_B,2025-11-13,全体的に状態が悪い,156,60,16391
R03919,P01124,MC-9555-1124,家電,0,site_C,2025-12-16,傷や汚れあり,140,98,6394
R03920,P01845,MC-2377-1845,本・音楽,0,site_A,2025-10-30,傷や汚れあり,186,108,2487
R03921,P01478,MC-4565-1478,家電,0,site_A,2025-10-25,傷や汚れあり,232,104,12680
R03922,P01996,MC-6804-1996,スポーツ,0,site_E,2025-10-23,傷や汚れあり,17,19,32925
R03923,P01951,MC-1893-1951,ファッション,0,site_E,2026-01-30,傷や汚れあり,399,97,4838
R03924,P00695,MC-3766-0695,ファッション,1,site_C,2026-01-11,傷や汚れあり,143,126,2530
R03925,P01897,MC-9652-1897,ファッション,2,site_D,2025-10-31,傷や汚れあり,82,99,6042
R03926,P02012,MC-9903-2012,スポーツ,1,site_A,2026-01-23,ほぼ新品,381,110,22106
R03928,P01463,MC-2550-1463,本・音楽,0,site_B,2025-11-08,ほぼ新品,55,38,1116
R03929,P02053,MC-7151-2053,家電,0,site_C,2025-11-17,傷や汚れあり,16,26,6989
R03930,P01663,MC-9400-1663,本・音楽,1,site_B,2026-01-18,新品,215,51,4278
R03931,P01463,MC-2550-1463,本・音楽,0,site_C,2025-11-07,ほぼ新品,243,16,2051
R03932,P01751,MC-3948-1751,家電,2,site_D,2025-12-04,ほぼ新品,221,89,74279
R03933,P02088,MC-9973-2088,本・音楽,0,site_A,2026-02-07,ほぼ新品,223,67,1755
R03936,P01963,MC-4610-1963,ファッション,2,site_B,2025-11-03,ほぼ新品,278,44,15307
R03937,P01375,MC-4159-1375,本・音楽,0,site_E,2025-10-21,全体的に状態が悪い,173,44,1706
R03938,P01070,MC-5815-1070,本・音楽,0,site_D,2025-12-29,新品,69,88,3185
R03939,P02145,MC-2985-2145,ファッション,1,site_A,2025-12-15,ほぼ新品,121,51,15639
R03940,P01734,MC-3393-1734,家電,1,site_A,2026-01-07,ほぼ新品,223,111,31908
R03941,P00678,MC-9289-0678,家電,1,site_D,2026-02-24,新品,56,88,32284
R03942,P01681,MC-5411-1681,ファッション,2,site_E,2025-10-07,新品,333,54,66956
R03944,P01983,MC-3095-1983,ファッション,0,site_A,2025-12-08,ほぼ新品,374,71,3568
R03945,P01838,MC-8408-1838,本・音楽,1,site_C,2025-10-15,ほぼ新品,166,24,2029
R03946,P00565,MC-9309-0565,スポーツ,0,site_B,2026-02-14,ほぼ新品,182,39,8652
R03947,P01949,MC-7122-1949,ホビー,0,site_C,2025-10-17,傷や汚れあり,665,55,5498
R03948,P01173,MC-5170-1173,ファッション,0,site_B,2025-10-18,新品,109,115,2177
R03949,P00437,MC-7565-0437,スポーツ,2,site_A,2025-12-11,ほぼ新品,74,81,11928
R03951,P01237,MC-2850-1237,スポーツ,1,site_C,2025-12-25,ほぼ新品,263,40,31693
R03952,P01343,MC-2334-1343,家電,0,site_D,2025-11-23,全体的に状態が悪い,141,38,6680
R03953,P00755,MC-7661-0755,家電,0,site_A,2026-01-02,傷や汚れあり,38,41,15509
R03954,P00625,MC-5699-0625,ファッション,0,site_E,2025-11-18,ほぼ新品,74,77,10311
R03955,P00318,MC-7021-0318,スポーツ,1,site_A,2025-12-18,ほぼ新品,169,84,14966
R03956,P00945,MC-6637-0945,スポーツ,0,site_B,2026-02-01,傷や汚れあり,160,101,2764
R03957,P01197,MC-6016-1197,家電,0,site_E,2026-01-23,傷や汚れあり,248,72,31605
R03958,P01008,MC-2460-1008,ホビー,0,site_C,2026-02-03,傷や汚れあり,106,25,3166
R03959,P00980,MC-6918-0980,家電,0,site_D,2025-12-04,傷や汚れあり,64,23,14142
R03960,P00555,MC-7758-0555,ホビー,0,site_C,2026-02-03,傷や汚れあり,10,83,2763
R03961,P01325,MC-2546-1325,スポーツ,0,site_D,2025-11-21,新品,139,58,20932
R03962,P01314,MC-4638-1314,本・音楽,2,site_B,2026-02-10,全体的に状態が悪い,128,125,1764
R03963,P00041,MC-6487-0041,ファッション,2,site_A,2025-12-06,傷や汚れあり,92,69,5321
R03964,P00420,MC-4659-0420,スポーツ,0,site_B,2025-10-22,ほぼ新品,108,61,35994
R03965,P01722,MC-7925-1722,家電,0,site_B,2026-02-20,全体的に状態が悪い,154,77,5870
R03967,P00250,MC-4223-0250,スポーツ,0,site_A,2026-01-29,ほぼ新品,76,121,4884
R03969,P00380,MC-4336-0380,ファッション,1,site_C,2026-02-03,ほぼ新品,416,124,22266
R03970,P00885,MC-6809-0885,スポーツ,1,site_A,2026-01-03,ほぼ新品,318,67,38362
R03971,P02078,MC-7689-2078,ファッション,0,site_B,2025-12-04,傷や汚れあり,267,93,3538
R03972,P00615,MC-8361-0615,ファッション,0,site_B,2025-10-17,ほぼ新品,74,116,8562
R03973,P01902,MC-9058-1902,ファッション,2,site_B,2025-10-13,全体的に状態が悪い,118,36,6228
R03974,P00473,MC-7429-0473,ファッション,1,site_C,2026-02-05,傷や汚れあり,85,95,6707
R03975,P01011,MC-6591-1011,ファッション,1,site_E,2026-01-17,ほぼ新品,132,73,9018
R03976,P00980,MC-6918-0980,家電,0,site_B,2025-12-06,ほぼ新品,85,111,22224
R03977,P00695,MC-3766-0695,ファッション,1,site_A,2026-01-13,ほぼ新品,210,125,6301
R03978,P01861,MC-8676-1861,スポーツ,1,site_D,2026-01-28,新品,136,90,8529
R03979,P02041,MC-6348-2041,ファッション,0,site_C,2026-02-26,傷や汚れあり,592,105,1506
R03980,P00549,MC-2468-0549,家電,1,site_C,2025-12-29,ほぼ新品,171,95,76251
R03981,P00605,MC-1391-0605,スポーツ,1,site_D,2025-11-03,傷や汚れあり,80,81,8533
R03982,P01622,MC-3719-1622,ホビー,0,site_B,2025-10-22,ほぼ新品,431,71,5347
R03983,P00368,MC-6675-0368,スポーツ,0,site_C,2026-01-09,傷や汚れあり,269,18,5449
R03984,P00576,MC-4258-0576,本・音楽,0,site_A,2025-10-22,ほぼ新品,160,76,1029
R03985,P00724,MC-3619-0724,スポーツ,1,site_C,2025-10-23,ほぼ新品,192,32,4341
R03986,P00083,MC-9800-0083,スポーツ,0,site_B,2025-12-21,傷や汚れあり,100,75,6541
R03987,P01978,MC-1386-1978,ファッション,0,site_B,2025-11-27,傷や汚れあり,338,90,4837
R03988,P01363,MC-5012-1363,家電,0,site_E,2026-02-18,ほぼ新品,132,57,81988
R03989,P01227,MC-5268-1227,スポーツ,2,site_E,2026-02-28,ほぼ新品,152,16,20544
R03990,P00894,MC-8005-0894,スポーツ,0,site_D,2026-02-27,ほぼ新品,115,91,11492
R03991,P01010,MC-3430-1010,ホビー,0,site_C,2026-02-04,全体的に状態が悪い,162,108,6082
R03993,P01124,MC-9555-1124,家電,0,site_E,2025-12-15,全体的に状態が悪い,127,33,3316
R03994,P00208,MC-7695-0208,スポーツ,0,site_D,2025-11-06,ほぼ新品,474,88,5811
R03995,P01887,MC-2706-1887,ホビー,1,site_A,2025-11-07,ほぼ新品,202,17,11361
R03997,P00233,MC-6718-0233,家電,1,site_A,2025-10-21,傷や汚れあり,82,76,60566
R03998,P00180,MC-7010-0180,スポーツ,1,site_C,2026-02-01,全体的に状態が悪い,222,67,6433
R03999,P01235,MC-5229-1235,ファッション,0,site_D,2025-12-23,ほぼ新品,179,97,4962
R04000,P01508,MC-8279-1508,家電,0,site_D,2025-12-09,新品,131,115,52546
R04001,P01291,MC-6034-1291,家電,2,site_A,2026-02-01,全体的に状態が悪い,75,42,34195
R04002,P00690,MC-2035-0690,家電,2,site_A,2026-01-11,ほぼ新品,25,70,51693
R04003,P00426,MC-1833-0426,本・音楽,0,site_C,2025-12-07,ほぼ新品,95,34,548
R04004,P01949,MC-7122-1949,ホビー,0,site_A,2025-10-20,新品,268,118,17426
R04006,P02194,MC-5764-2194,家電,0,site_A,2025-10-03,新品,278,58,31493
R04007,P00123,MC-5896-0123,本・音楽,0,site_C,2025-12-14,ほぼ新品,101,115,1223
R04008,P00923,MC-8248-0923,ファッション,0,site_C,2026-02-11,全体的に状態が悪い,165,19,1105
R04009,P01879,MC-1565-1879,ファッション,0,site_B,2025-11-08,傷や汚れあり,392,36,5151
R04010,P01408,MC-9738-1408,本・音楽,0,site_E,2026-01-02,ほぼ新品,143,55,1110
R04011,P00735,MC-4307-0735,家電,0,site_A,2025-12-04,新品,217,84,30366
R04012,P02089,MC-3255-2089,本・音楽,2,site_D,2025-11-04,ほぼ新品,80,28,5610
R04013,P01426,MC-6876-1426,家電,0,site_B,2025-10-01,ほぼ新品,75,128,18555
R04015,P01323,MC-3319-1323,家電,1,site_E,2025-10-11,傷や汚れあり,175,123,38485
R04018,P00020,MC-1328-0020,本・音楽,0,site_B,2025-12-03,ほぼ新品,144,81,1696
R04019,P01716,MC-9402-1716,ホビー,1,site_A,2026-01-02,ほぼ新品,99,99,25461
R04020,P00659,MC-4864-0659,ファッション,0,site_E,2025-10-17,ほぼ新品,80,122,2150
R04021,P01827,MC-4459-1827,本・音楽,2,site_C,2026-02-03,傷や汚れあり,227,90,1137
R04023,P01624,MC-3865-1624,ファッション,1,site_E,2025-10-28,ほぼ新品,113,104,9380
R04024,P01668,MC-3943-1668,ファッション,0,site_B,2025-11-28,傷や汚れあり,37,50,3280
R04025,P00587,MC-1918-0587,ホビー,2,site_E,2026-01-19,傷や汚れあり,36,109,6769
R04026,P00488,MC-9576-0488,本・音楽,1,site_C,2025-12-03,ほぼ新品,79,51,1131
R04027,P00726,MC-7819-0726,ホビー,1,site_E,2025-11-29,傷や汚れあり,202,89,14544
R04028,P01114,MC-8931-1114,家電,0,site_A,2025-11-15,ほぼ新品,36,42,94190
R04030,P00932,MC-8009-0932,ファッション,0,site_D,2025-11-14,ほぼ新品,130,40,2749
R04031,P00148,MC-4750-0148,ホビー,1,site_E,2025-11-25,全体的に状態が悪い,91,99,3124
R04032,P01573,MC-9363-1573,ファッション,0,site_C,2026-01-11,新品,120,63,9398
R04033,P00968,MC-2909-0968,家電,2,site_C,2026-01-11,新品,127,94,111760
R04034,P01767,MC-3112-1767,本・音楽,0,site_D,2025-10-09,ほぼ新品,42,29,1853
R04035,P00862,MC-5149-0862,ファッション,2,site_B,2026-01-27,傷や汚れあり,228,98,13128
R04036,P00824,MC-4370-0824,ファッション,0,site_C,2025-12-11,新品,106,56,2767
R04037,P01884,MC-9131-1884,家電,1,site_A,2025-10-14,傷や汚れあり,59,75,24272
R04038,P01631,MC-6022-1631,ホビー,0,site_E,2026-01-18,傷や汚れあり,211,22,4699
R04039,P00767,MC-8326-0767,ホビー,1,site_D,2026-01-12,ほぼ新品,83,59,9268
R04040,P00935,MC-1341-0935,家電,0,site_E,2026-02-22,全体的に状態が悪い,174,16,3026
R04042,P00500,MC-9875-0500,スポーツ,0,site_B,2026-02-12,ほぼ新品,41,108,4323
R04043,P00317,MC-2511-0317,本・音楽,2,site_E,2026-02-21,新品,79,86,1378
R04044,P00117,MC-4058-0117,ファッション,0,site_D,2026-02-06,ほぼ新品,43,79,6184
R04045,P00362,MC-4596-0362,家電,0,site_D,2025-10-30,全体的に状態が悪い,30,48,4160
R04046,P00956,MC-7862-0956,ファッション,0,site_A,2025-12-19,ほぼ新品,141,86,12120
R04047,P00396,MC-6675-0396,ファッション,0,site_D,2025-10-12,傷や汚れあり,86,121,3407
R04048,P02075,MC-1581-2075,ホビー,0,site_E,2026-01-05,ほぼ新品,94,57,12711
R04049,P01778,MC-3462-1778,本・音楽,0,site_A,2025-11-24,傷や汚れあり,88,84,2081
R04050,P01990,MC-4231-1990,ホビー,1,site_D,2026-02-26,傷や汚れあり,140,34,3215
R04053,P00913,MC-2873-0913,スポーツ,2,site_E,2025-10-27,傷や汚れあり,328,123,8804
R04054,P00769,MC-6133-0769,ホビー,0,site_A,2025-11-11,傷や汚れあり,76,113,8123
R04055,P01696,MC-4810-1696,ホビー,1,site_E,2026-01-01,傷や汚れあり,71,66,10873
R04056,P01476,MC-4208-1476,ファッション,0,site_C,2026-02-19,傷や汚れあり,47,72,1992
R04058,P01293,MC-1052-1293,ホビー,1,site_E,2026-02-26,傷や汚れあり,120,26,2190
R04059,P02057,MC-9373-2057,ファッション,0,site_C,2025-10-15,傷や汚れあり,118,104,9037
R04060,P00868,MC-8168-0868,ファッション,1,site_C,2025-11-19,ほぼ新品,185,55,15347
R04063,P01855,MC-4970-1855,スポーツ,0,site_E,2025-12-14,傷や汚れあり,100,76,7995
R04064,P00139,MC-5668-0139,ホビー,1,site_C,2026-02-08,傷や汚れあり,33,58,3384
R04067,P00285,MC-7570-0285,家電,0,site_A,2026-02-02,新品,61,68,29078
R04068,P00443,MC-9684-0443,ホビー,0,site_D,2025-10-03,傷や汚れあり,42,115,6808
R04069,P00849,MC-3917-0849,ホビー,1,site_E,2025-11-05,全体的に状態が悪い,327,66,4348
R04072,P00568,MC-2481-0568,スポーツ,2,site_D,2026-02-17,ほぼ新品,32,59,9548
R04073,P01780,MC-2746-1780,スポーツ,0,site_C,2025-10-11,新品,134,78,22277
R04074,P01590,MC-8826-1590,スポーツ,2,site_A,2025-12-29,傷や汚れあり,100,50,13934
R04075,P01433,MC-6920-1433,ホビー,0,site_E,2025-12-15,ほぼ新品,493,69,11295
R04076,P01539,MC-9257-1539,本・音楽,0,site_A,2025-10-16,新品,374,57,350
R04077,P00749,MC-8862-0749,スポーツ,0,site_B,2025-11-10,全体的に状態が悪い,112,17,16156
R04078,P01699,MC-3897-1699,家電,1,site_A,2025-12-24,新品,64,118,77132
R04079,P01980,MC-2499-1980,家電,0,site_C,2025-10-07,全体的に状態が悪い,145,67,11430
R04082,P00683,MC-1550-0683,スポーツ,2,site_A,2025-10-13,ほぼ新品,49,29,17791
R04083,P00840,MC-6877-0840,スポーツ,0,site_B,2026-02-23,新品,35,107,8521
R04085,P00551,MC-2766-0551,家電,0,site_D,2025-12-21,傷や汚れあり,103,50,16368
R04087,P00089,MC-2015-0089,家電,0,site_A,2026-01-08,傷や汚れあり,26,79,57332
R04088,P02060,MC-1455-2060,ホビー,1,site_D,2025-12-15,新品,245,73,16286
R04089,P01031,MC-8995-1031,スポーツ,0,site_C,2025-10-30,ほぼ新品,282,69,14449
R04090,P01085,MC-3735-1085,家電,0,site_E,2025-12-20,傷や汚れあり,21,113,11754
R04091,P02007,MC-3547-2007,家電,0,site_C,2026-02-02,傷や汚れあり,151,122,15579
R04092,P01198,MC-2102-1198,家電,1,site_B,2026-01-02,全体的に状態が悪い,174,15,14369
R04093,P01211,MC-2042-1211,ホビー,2,site_C,2026-02-28,傷や汚れあり,184,79,13236
R04095,P01940,MC-7565-1940,ファッション,1,site_A,2025-12-29,ほぼ新品,136,88,7952
R04097,P01200,MC-5163-1200,スポーツ,0,site_E,2025-12-20,傷や汚れあり,120,123,4605
R04098,P00664,MC-3312-0664,家電,0,site_E,2025-10-05,傷や汚れあり,57,126,10798
R04099,P01248,MC-4067-1248,家電,0,site_E,2026-02-17,ほぼ新品,73,70,22044
R04100,P02053,MC-7151-2053,家電,0,site_E,2025-11-17,ほぼ新品,23,104,14439
R04101,P02108,MC-5217-2108,ホビー,1,site_A,2026-01-24,ほぼ新品,102,100,7257
R04102,P00512,MC-1706-0512,ホビー,1,site_E,2026-01-23,ほぼ新品,49,94,3110
R04103,P00051,MC-7734-0051,ファッション,0,site_A,2026-02-18,全体的に状態が悪い,269,98,2016
R04104,P01120,MC-6800-1120,家電,0,site_C,2026-02-02,全体的に状態が悪い,23,118,6211
R04107,P00123,MC-5896-0123,本・音楽,0,site_B,2025-12-16,傷や汚れあり,201,56,1682
R04108,P01875,MC-3460-1875,ホビー,0,site_C,2025-12-08,新品,32,34,11419
R04109,P01021,MC-5937-1021,スポーツ,1,site_C,2026-02-11,新品,168,93,11994
R04110,P01831,MC-4913-1831,スポーツ,0,site_B,2025-10-05,傷や汚れあり,70,56,6460
R04111,P00725,MC-6160-0725,本・音楽,2,site_D,2026-01-04,傷や汚れあり,78,18,3356
R04112,P00669,MC-6161-0669,本・音楽,1,site_C,2026-01-02,傷や汚れあり,139,56,1689
R04113,P00417,MC-6594-0417,家電,2,site_A,2026-02-25,新品,58,38,89640
R04114,P00940,MC-6253-0940,スポーツ,0,site_B,2025-11-10,ほぼ新品,93,46,8746
R04115,P02040,MC-5835-2040,家電,0,site_E,2025-11-16,ほぼ新品,341,96,109861
R04116,P00616,MC-6408-0616,ファッション,0,site_C,2026-01-16,ほぼ新品,149,81,5496
R04117,P00965,MC-6725-0965,ホビー,0,site_C,2025-12-06,ほぼ新品,18,95,4453
R04118,P01970,MC-8922-1970,本・音楽,2,site_C,2025-11-15,ほぼ新品,236,41,3109
R04119,P01463,MC-2550-1463,本・音楽,0,site_A,2025-11-08,全体的に状態が悪い,144,21,786
R04120,P01853,MC-6795-1853,スポーツ,2,site_A,2025-12-12,ほぼ新品,349,66,19254
R04121,P00449,MC-7710-0449,ファッション,1,site_E,2025-11-18,傷や汚れあり,159,91,3911
R04122,P01684,MC-3300-1684,ファッション,2,site_C,2025-12-05,新品,138,57,15433
R04123,P02014,MC-3522-2014,ホビー,1,site_A,2026-01-02,傷や汚れあり,150,48,2339
R04124,P00413,MC-9499-0413,ファッション,1,site_C,2025-11-02,傷や汚れあり,27,116,6386
R04125,P00919,MC-6094-0919,家電,1,site_C,2026-02-07,ほぼ新品,99,123,45375
R04126,P02042,MC-9583-2042,ホビー,2,site_B,2025-10-12,全体的に状態が悪い,106,126,1834
R04127,P00273,MC-8525-0273,ホビー,1,site_B,2025-12-16,ほぼ新品,131,90,5065
R04128,P01068,MC-8935-1068,スポーツ,0,site_C,2026-01-05,ほぼ新品,186,20,10102
R04129,P01870,MC-3061-1870,家電,1,site_E,2025-11-13,傷や汚れあり,205,105,31169
R04131,P02075,MC-1581-2075,ホビー,0,site_B,2026-01-06,傷や汚れあり,442,40,13587
R04132,P00519,MC-9193-0519,ファッション,1,site_B,2025-10-04,傷や汚れあり,88,122,9080
R04133,P00889,MC-4667-0889,本・音楽,0,site_A,2025-11-22,全体的に状態が悪い,185,81,1195
R04134,P01087,MC-4415-1087,本・音楽,0,site_B,2025-11-23,ほぼ新品,156,125,1035
R04135,P01826,MC-5936-1826,ファッション,1,site_A,2026-01-11,傷や汚れあり,173,100,4220
R04136,P00295,MC-6257-0295,ファッション,1,site_A,2026-01-25,ほぼ新品,44,39,11083
R04137,P00766,MC-4095-0766,本・音楽,0,site_B,2026-01-15,ほぼ新品,122,42,1693
R04139,P00542,MC-3027-0542,ファッション,1,site_B,2025-10-17,傷や汚れあり,84,40,7637
R04140,P02175,MC-5180-2175,ファッション,0,site_E,2025-10-08,傷や汚れあり,124,36,1996
R04141,P01111,MC-4877-1111,ファッション,2,site_B,2025-11-24,新品,31,82,44456
R04142,P02146,MC-7199-2146,ファッション,0,site_B,2025-11-07,傷や汚れあり,152,58,4106
R04143,P00615,MC-8361-0615,ファッション,0,site_D,2025-10-18,ほぼ新品,85,43,8158
R04144,P01042,MC-3241-1042,スポーツ,1,site_E,2026-01-16,全体的に状態が悪い,111,27,15621
R04146,P00724,MC-3619-0724,スポーツ,1,site_D,2025-10-24,傷や汚れあり,153,55,3695
R04147,P01871,MC-9212-1871,ホビー,1,site_B,2025-11-14,新品,3,75,9751
R04148,P01883,MC-7678-1883,ホビー,0,site_E,2026-02-10,傷や汚れあり,237,92,10245
R04149,P00551,MC-2766-0551,家電,0,site_B,2025-12-20,ほぼ新品,106,109,24229
R04150,P00812,MC-9303-0812,ホビー,0,site_E,2026-02-22,傷や汚れあり,155,108,5236
R04151,P01142,MC-5036-1142,ホビー,0,site_E,2025-11-28,傷や汚れあり,194,63,5149
R04152,P00344,MC-9634-0344,家電,0,site_D,2025-10-16,新品,61,128,134164
R04154,P01231,MC-1793-1231,ファッション,0,site_C,2026-01-19,傷や汚れあり,164,34,4381
R04156,P00962,MC-5542-0962,ホビー,0,site_C,2025-10-07,ほぼ新品,230,101,11514
R04157,P01428,MC-2198-1428,家電,0,site_B,2025-11-28,ほぼ新品,167,94,32197
R04158,P00224,MC-7309-0224,家電,0,site_D,2025-12-10,ほぼ新品,177,81,19156
R04159,P01280,MC-7760-1280,本・音楽,0,site_C,2025-12-31,傷や汚れあり,29,120,722
R04160,P00043,MC-3202-0043,本・音楽,1,site_B,2026-02-15,ほぼ新品,159,46,1413
R04162,P00627,MC-8636-0627,スポーツ,1,site_A,2025-11-12,ほぼ新品,305,53,16392
R04163,P01076,MC-8605-1076,家電,0,site_E,2026-02-06,ほぼ新品,160,55,107844
R04164,P01748,MC-6182-1748,ファッション,0,site_D,2025-12-26,全体的に状態が悪い,351,71,2957
R04165,P00897,MC-6158-0897,スポーツ,0,site_B,2026-02-06,ほぼ新品,254,45,5931
