item_id,category,brand,condition,shipping,listed_at,description_len,views,price
tr_02341,スポーツ,,傷や汚れあり,1,2026-04-26,397.0,17,6994
tr_02342,ホビー,brand_19,傷や汚れあり,0,2026-04-18,200.0,140,4866
tr_02343,ファッション,brand_04,傷や汚れあり,0,2026-01-30,83.0,36,2933
tr_02344,スポーツ,brand_06,傷や汚れあり,1,2026-01-27,390.0,148,8376
tr_02345,ファッション,brand_03,ほぼ新品,1,2026-02-15,81.0,157,4112
tr_02346,ファッション,brand_07,ほぼ新品,1,2026-04-24,547.0,50,8004
tr_02347,ホビー,,傷や汚れあり,1,2026-03-20,247.0,34,3995
tr_02348,ホビー,brand_10,傷や汚れあり,1,2026-03-28,572.0,118,8130
tr_02349,ファッション,brand_03,傷や汚れあり,1,2026-03-22,487.0,262,4744
tr_02350,家電,brand_15,全体的に状態が悪い,1,2026-03-05,450.0,105,18887
tr_02351,ホビー,brand_19,ほぼ新品,0,2026-02-26,506.0,73,6460
tr_02352,本・音楽,,ほぼ新品,1,2026-03-03,467.0,70,5258
tr_02353,ホビー,brand_04,全体的に状態が悪い,1,2026-01-04,555.0,94,3337
tr_02354,ファッション,brand_09,傷や汚れあり,1,2026-04-22,113.0,41,3314
tr_02355,ファッション,brand_09,ほぼ新品,0,2026-01-22,165.0,97,3672
tr_02356,家電,brand_05,全体的に状態が悪い,1,2026-04-21,550.0,16,31592
tr_02357,スポーツ,brand_19,傷や汚れあり,1,2026-04-01,384.0,30,6719
tr_02358,ホビー,brand_04,ほぼ新品,1,2026-03-12,496.0,189,12512
tr_02359,ホビー,brand_09,ほぼ新品,1,2026-03-22,446.0,56,11979
tr_02360,ファッション,brand_17,ほぼ新品,1,2026-01-21,293.0,73,5470
tr_02361,ホビー,brand_03,傷や汚れあり,1,2026-01-01,470.0,15,9534
tr_02362,ホビー,brand_03,傷や汚れあり,1,2026-03-11,52.0,115,2380
tr_02363,ホビー,brand_19,全体的に状態が悪い,1,2026-04-13,43.0,80,10335
tr_02364,ファッション,brand_08,傷や汚れあり,1,2026-04-11,152.0,79,3542
tr_02365,ホビー,brand_18,傷や汚れあり,1,2026-01-26,530.0,55,8277
tr_02366,本・音楽,,傷や汚れあり,1,2026-03-15,98.0,66,1182
tr_02367,スポーツ,brand_00,傷や汚れあり,0,2026-02-03,304.0,56,4718
tr_02368,家電,brand_02,傷や汚れあり,1,2026-01-27,290.0,63,21413
tr_02369,ホビー,brand_04,傷や汚れあり,1,2026-01-22,311.0,64,4770
tr_02370,本・音楽,,新品,1,2026-03-08,,23,2051
tr_02371,家電,brand_06,新品,1,2026-02-23,400.0,149,23532
tr_02372,ファッション,brand_12,ほぼ新品,0,2026-04-05,208.0,152,7377
tr_02373,ホビー,brand_19,全体的に状態が悪い,1,2026-03-15,82.0,124,5129
tr_02374,スポーツ,brand_09,傷や汚れあり,1,2026-04-04,331.0,67,3687
tr_02375,スポーツ,brand_01,傷や汚れあり,0,2026-01-02,26.0,464,8557
tr_02376,ホビー,brand_07,新品,0,2026-02-04,118.0,31,5388
tr_02377,ファッション,brand_05,全体的に状態が悪い,1,2026-02-21,322.0,122,3915
tr_02378,ホビー,brand_00,ほぼ新品,0,2026-04-05,537.0,26,13641
tr_02379,本・音楽,brand_18,ほぼ新品,1,2026-01-03,,96,1501
tr_02380,家電,brand_15,新品,0,2026-03-08,298.0,60,57809
tr_02381,ファッション,brand_06,ほぼ新品,1,2026-02-25,393.0,24,6968
tr_02382,スポーツ,brand_16,ほぼ新品,1,2026-04-10,578.0,14,11523
tr_02383,家電,brand_04,全体的に状態が悪い,1,2026-02-10,464.0,107,20236
tr_02384,家電,brand_15,全体的に状態が悪い,0,2026-01-28,88.0,155,5070
tr_02385,スポーツ,brand_10,ほぼ新品,0,2026-03-13,220.0,218,6104
tr_02386,家電,brand_09,傷や汚れあり,1,2026-03-31,324.0,21,15133
tr_02387,ホビー,brand_05,ほぼ新品,0,2026-04-04,155.0,17,11839
tr_02388,本・音楽,brand_05,全体的に状態が悪い,1,2026-03-10,45.0,13,1375
tr_02389,本・音楽,,ほぼ新品,0,2026-04-27,301.0,10,1462
tr_02390,家電,brand_05,ほぼ新品,0,2026-04-16,359.0,76,34453
tr_02391,ファッション,brand_18,新品,1,2026-01-18,452.0,207,5416
tr_02392,家電,brand_10,ほぼ新品,0,2026-04-28,319.0,31,30874
tr_02393,本・音楽,,傷や汚れあり,0,2026-03-19,486.0,69,2808
tr_02394,ファッション,brand_10,ほぼ新品,1,2026-01-16,101.0,34,2908
tr_02395,家電,brand_05,全体的に状態が悪い,1,2026-03-14,571.0,117,16952
tr_02396,家電,brand_01,ほぼ新品,1,2026-01-11,309.0,58,38065
tr_02397,家電,brand_00,傷や汚れあり,1,2026-04-18,69.0,41,6449
tr_02398,スポーツ,brand_08,ほぼ新品,1,2026-03-25,576.0,47,16296
tr_02399,スポーツ,brand_04,全体的に状態が悪い,1,2026-03-07,79.0,83,7636
tr_02400,スポーツ,brand_16,傷や汚れあり,0,2026-01-06,202.0,121,5695
tr_02401,スポーツ,brand_11,傷や汚れあり,1,2026-01-04,228.0,52,7500
tr_02402,家電,brand_12,傷や汚れあり,1,2026-04-19,299.0,22,23121
tr_02403,ファッション,brand_14,傷や汚れあり,1,2026-04-19,298.0,76,5105
tr_02404,家電,brand_08,ほぼ新品,1,2026-04-11,134.0,65,12852
tr_02405,スポーツ,brand_08,ほぼ新品,1,2026-02-17,244.0,59,17326
tr_02406,ファッション,brand_12,傷や汚れあり,0,2026-03-26,166.0,148,6862
tr_02407,ホビー,brand_08,傷や汚れあり,1,2026-04-29,598.0,94,12840
tr_02408,ファッション,brand_19,傷や汚れあり,1,2026-04-20,,130,6313
tr_02409,ホビー,brand_12,傷や汚れあり,1,2026-04-21,204.0,52,3647
tr_02410,家電,brand_00,ほぼ新品,1,2026-01-09,589.0,146,22295
tr_02411,本・音楽,,傷や汚れあり,0,2026-03-28,66.0,137,1087
tr_02412,ホビー,brand_17,全体的に状態が悪い,1,2026-02-15,189.0,53,2863
tr_02413,ファッション,,ほぼ新品,1,2026-03-13,138.0,79,3214
tr_02414,ホビー,brand_11,新品,0,2026-01-08,41.0,40,10749
tr_02415,ホビー,brand_17,新品,1,2026-01-09,473.0,16,10747
tr_02416,家電,brand_11,全体的に状態が悪い,0,2026-03-29,73.0,-1,13638
tr_02417,スポーツ,brand_11,ほぼ新品,1,2026-02-14,469.0,93,17864
tr_02418,ファッション,brand_11,傷や汚れあり,0,2026-02-18,423.0,53,5804
tr_02419,本・音楽,brand_06,新品,1,2026-02-01,204.0,47,2366
tr_02420,ファッション,brand_18,全体的に状態が悪い,0,2026-04-01,94.0,142,2722
tr_02421,家電,brand_06,傷や汚れあり,1,2026-03-18,,55,9977
tr_02422,本・音楽,brand_13,新品,1,2026-02-26,34.0,39,2386
tr_02423,ホビー,brand_01,傷や汚れあり,1,2026-03-04,314.0,58,6043
tr_02424,スポーツ,brand_00,新品,0,2026-01-19,92.0,53,14155
tr_02425,スポーツ,brand_09,全体的に状態が悪い,1,2026-02-11,,86,4236
tr_02426,家電,brand_08,新品,1,2026-02-23,108.0,93,41756
tr_02427,ホビー,brand_12,傷や汚れあり,0,2026-02-14,440.0,224,2536
tr_02428,ファッション,brand_10,傷や汚れあり,0,2026-01-17,221.0,-1,3163
tr_02429,家電,brand_19,新品,0,2026-04-12,221.0,65,24446
tr_02430,ファッション,brand_02,新品,1,2026-03-30,453.0,193,7727
tr_02431,本・音楽,brand_19,傷や汚れあり,0,2026-03-27,80.0,517,1894
tr_02432,家電,brand_08,傷や汚れあり,0,2026-03-02,423.0,75,17272
tr_02433,スポーツ,brand_18,全体的に状態が悪い,1,2026-04-14,297.0,143,4811
tr_02434,ファッション,brand_08,傷や汚れあり,1,2026-01-14,355.0,66,8589
tr_02435,本・音楽,,傷や汚れあり,0,2026-01-01,204.0,139,855
tr_02436,家電,brand_07,ほぼ新品,1,2026-03-28,152.0,39,31810
tr_02437,ホビー,brand_19,ほぼ新品,0,2026-03-30,267.0,80,11150
tr_02438,ファッション,brand_04,ほぼ新品,1,2026-01-28,595.0,122,8016
tr_02439,家電,brand_16,ほぼ新品,0,2026-03-19,561.0,43,23349
tr_02440,ホビー,brand_01,傷や汚れあり,0,2026-03-01,563.0,96,8413
tr_02441,ファッション,brand_14,ほぼ新品,1,2026-02-07,352.0,121,6973
tr_02442,ファッション,brand_00,ほぼ新品,0,2026-01-23,238.0,73,6582
tr_02443,ファッション,brand_12,傷や汚れあり,0,2026-02-20,146.0,108,3888
tr_02444,ファッション,brand_17,傷や汚れあり,1,2026-03-01,102.0,104,3967
tr_02445,ホビー,brand_09,ほぼ新品,0,2026-01-19,316.0,398,7410
tr_02446,家電,brand_09,傷や汚れあり,0,2026-02-05,554.0,95,17964
tr_02447,ホビー,brand_10,傷や汚れあり,0,2026-01-17,531.0,31,4419
tr_02448,ホビー,brand_11,ほぼ新品,1,2026-02-26,397.0,65,3141
tr_02449,本・音楽,brand_11,ほぼ新品,0,2026-04-07,193.0,218,1480
tr_02450,ホビー,brand_02,全体的に状態が悪い,0,2026-02-18,125.0,206,6363
tr_02451,家電,brand_06,ほぼ新品,1,2026-04-10,353.0,13,24164
tr_02452,スポーツ,brand_14,ほぼ新品,1,2026-01-02,323.0,102,9300
tr_02453,スポーツ,brand_18,新品,0,2026-04-26,514.0,93,15196
tr_02454,家電,brand_11,ほぼ新品,1,2026-02-10,259.0,120,15460
tr_02455,ファッション,brand_16,傷や汚れあり,1,2026-01-21,580.0,54,4641
tr_02456,ファッション,brand_12,傷や汚れあり,0,2026-03-02,207.0,167,3237
tr_02457,家電,brand_07,傷や汚れあり,0,2026-03-29,301.0,74,11159
tr_02458,ファッション,,新品,0,2026-03-03,304.0,82,5097
tr_02459,家電,,ほぼ新品,0,2026-01-17,124.0,33,22097
tr_02460,家電,,ほぼ新品,1,2026-01-14,564.0,51,20971
tr_02461,ホビー,brand_16,ほぼ新品,1,2026-04-23,112.0,74,16127
tr_02462,ホビー,brand_17,傷や汚れあり,1,2026-04-21,537.0,151,10423
tr_02463,ホビー,brand_08,傷や汚れあり,1,2026-02-25,166.0,21,8336
tr_02464,本・音楽,brand_03,ほぼ新品,1,2026-01-19,547.0,30,4560
tr_02465,スポーツ,brand_07,全体的に状態が悪い,1,2026-03-06,302.0,76,3578
tr_02466,ホビー,brand_12,ほぼ新品,0,2026-02-12,343.0,71,4857
tr_02467,スポーツ,brand_10,傷や汚れあり,1,2026-03-30,390.0,38,5230
tr_02468,ファッション,brand_02,傷や汚れあり,1,2026-03-27,567.0,135,3767
tr_02469,スポーツ,brand_13,傷や汚れあり,0,2026-04-18,571.0,39,11309
tr_02470,ファッション,,ほぼ新品,0,2026-04-05,196.0,121,5205
tr_02471,ホビー,brand_08,ほぼ新品,1,2026-02-21,446.0,79,5767
tr_02472,スポーツ,brand_07,全体的に状態が悪い,0,2026-03-02,,239,3280
tr_02473,家電,brand_11,新品,1,2026-03-26,148.0,8,20159
tr_02474,スポーツ,brand_18,ほぼ新品,0,2026-02-23,333.0,38,8559
tr_02475,家電,brand_00,ほぼ新品,1,2026-03-09,360.0,63,37774
tr_02476,家電,,新品,0,2026-03-25,328.0,56,29401
tr_02477,本・音楽,brand_02,新品,1,2026-03-16,47.0,291,3276
tr_02478,ファッション,brand_09,ほぼ新品,1,2026-04-03,328.0,221,5430
tr_02479,スポーツ,brand_11,新品,0,2026-01-26,434.0,-1,29497
tr_02480,本・音楽,brand_01,新品,0,2026-01-17,440.0,101,1782
tr_02481,ファッション,brand_10,新品,1,2026-03-21,328.0,190,6631
tr_02482,スポーツ,brand_08,傷や汚れあり,1,2026-02-10,361.0,60,12123
tr_02483,ファッション,brand_09,傷や汚れあり,1,2026-03-27,157.0,242,2859
tr_02484,ファッション,brand_09,ほぼ新品,1,2026-02-02,209.0,71,6418
tr_02485,ファッション,brand_07,ほぼ新品,1,2026-04-28,571.0,76,9369
tr_02486,ファッション,brand_01,傷や汚れあり,0,2026-03-10,44.0,29,2321
tr_02487,家電,brand_09,ほぼ新品,1,2026-04-05,323.0,59,22752
tr_02488,ファッション,brand_13,全体的に状態が悪い,1,2026-04-28,234.0,47,3904
tr_02489,ホビー,brand_14,傷や汚れあり,0,2026-04-26,421.0,151,6718
tr_02490,スポーツ,brand_14,ほぼ新品,1,2026-02-14,426.0,76,11383
tr_02491,スポーツ,,傷や汚れあり,1,2026-01-05,112.0,22,5081
tr_02492,ホビー,brand_08,傷や汚れあり,0,2026-04-12,590.0,204,2993
tr_02493,ファッション,brand_07,傷や汚れあり,1,2026-04-18,440.0,171,1420
tr_02494,スポーツ,brand_15,ほぼ新品,1,2026-03-03,405.0,12,11998
tr_02495,ファッション,brand_10,ほぼ新品,1,2026-03-23,235.0,56,4406
tr_02496,ホビー,brand_18,全体的に状態が悪い,1,2026-01-10,517.0,60,4007
tr_02497,ホビー,brand_08,全体的に状態が悪い,0,2026-01-07,538.0,132,6796
tr_02498,スポーツ,brand_13,傷や汚れあり,1,2026-01-05,435.0,37,6215
tr_02499,家電,brand_11,新品,0,2026-03-15,568.0,35,38929
tr_02500,スポーツ,brand_18,ほぼ新品,1,2026-02-15,217.0,98,7121
tr_02501,家電,brand_03,ほぼ新品,1,2026-01-28,142.0,166,18296
tr_02502,ホビー,brand_13,ほぼ新品,0,2026-02-05,534.0,87,9477
tr_02503,ホビー,brand_19,傷や汚れあり,1,2026-01-29,122.0,36,9379
tr_02504,ホビー,brand_19,新品,0,2026-04-04,565.0,95,5289
tr_02505,ホビー,brand_15,全体的に状態が悪い,1,2026-03-04,426.0,69,4130
tr_02506,家電,brand_03,ほぼ新品,1,2026-04-17,593.0,310,14141
tr_02507,ホビー,brand_12,傷や汚れあり,0,2026-01-30,566.0,86,24966
tr_02508,スポーツ,brand_04,全体的に状態が悪い,1,2026-04-14,342.0,18,7315
tr_02509,本・音楽,,全体的に状態が悪い,0,2026-03-29,362.0,299,921
tr_02510,スポーツ,brand_00,ほぼ新品,1,2026-04-30,133.0,213,6106
tr_02511,ファッション,brand_04,傷や汚れあり,0,2026-03-16,147.0,53,3051
tr_02512,ファッション,,ほぼ新品,0,2026-04-14,486.0,63,4340
tr_02513,ファッション,brand_09,全体的に状態が悪い,0,2026-01-13,346.0,158,4000
tr_02514,ホビー,brand_14,ほぼ新品,0,2026-01-24,222.0,40,9982
tr_02515,ファッション,brand_19,傷や汚れあり,1,2026-03-27,535.0,158,3875
tr_02516,スポーツ,,傷や汚れあり,1,2026-02-16,146.0,89,7168
tr_02517,家電,brand_11,傷や汚れあり,0,2026-02-22,446.0,18,19605
tr_02518,ファッション,,傷や汚れあり,1,2026-03-03,83.0,207,3800
tr_02519,本・音楽,brand_18,ほぼ新品,0,2026-03-31,565.0,179,2776
tr_02520,本・音楽,brand_16,傷や汚れあり,1,2026-04-08,139.0,178,1093
tr_02521,ファッション,brand_03,新品,1,2026-03-30,323.0,120,6782
tr_02522,ファッション,brand_16,傷や汚れあり,1,2026-01-10,397.0,59,4860
tr_02523,ファッション,brand_03,ほぼ新品,1,2026-03-17,563.0,104,12803
tr_02524,本・音楽,brand_03,ほぼ新品,1,2026-04-24,,84,2244
tr_02525,家電,brand_01,傷や汚れあり,0,2026-02-23,102.0,61,18572
tr_02526,ファッション,brand_12,新品,0,2026-02-04,183.0,146,8283
tr_02527,スポーツ,brand_17,傷や汚れあり,0,2026-03-21,465.0,129,16673
tr_02528,ファッション,brand_03,ほぼ新品,1,2026-02-27,80.0,-1,3696
tr_02529,ファッション,brand_10,傷や汚れあり,0,2026-01-13,290.0,20,6434
tr_02530,ホビー,brand_12,傷や汚れあり,0,2026-01-07,467.0,167,6692
tr_02531,スポーツ,brand_10,傷や汚れあり,1,2026-04-01,571.0,12,8115
tr_02532,家電,brand_01,全体的に状態が悪い,1,2026-04-16,200.0,165,7541
tr_02533,本・音楽,brand_12,傷や汚れあり,0,2026-04-24,320.0,40,1157
tr_02534,本・音楽,,傷や汚れあり,1,2026-01-16,216.0,178,2511
tr_02535,スポーツ,brand_01,全体的に状態が悪い,0,2026-01-14,38.0,71,6082
tr_02536,家電,brand_17,全体的に状態が悪い,1,2026-04-07,304.0,39,8607
tr_02537,ファッション,brand_12,ほぼ新品,1,2026-04-11,467.0,97,4072
tr_02538,ファッション,brand_16,ほぼ新品,1,2026-02-23,338.0,457,3412
tr_02539,ホビー,brand_18,新品,0,2026-03-01,355.0,136,7535
tr_02540,ファッション,brand_03,新品,0,2026-01-11,392.0,295,5304
tr_02541,スポーツ,brand_08,傷や汚れあり,1,2026-03-30,426.0,203,7395
tr_02542,家電,brand_11,新品,0,2026-01-06,53.0,196,32586
tr_02543,ファッション,brand_14,傷や汚れあり,1,2026-02-24,102.0,248,3251
tr_02544,家電,brand_17,ほぼ新品,0,2026-03-26,123.0,9,33663
tr_02545,ホビー,brand_12,全体的に状態が悪い,0,2026-01-03,59.0,103,5358
tr_02546,家電,brand_04,傷や汚れあり,1,2026-02-08,265.0,86,19727
tr_02547,ホビー,brand_13,ほぼ新品,1,2026-04-29,221.0,135,12812
tr_02548,本・音楽,,新品,1,2026-03-14,276.0,42,3480
tr_02549,ファッション,,ほぼ新品,1,2026-04-30,242.0,78,3399
tr_02550,ホビー,brand_12,ほぼ新品,1,2026-04-11,204.0,70,3402
tr_02551,ファッション,brand_02,ほぼ新品,0,2026-01-11,59.0,155,4779
tr_02552,家電,brand_11,傷や汚れあり,1,2026-03-02,540.0,46,46275
tr_02553,スポーツ,brand_04,傷や汚れあり,0,2026-04-27,197.0,133,3761
tr_02554,ファッション,brand_18,傷や汚れあり,1,2026-01-31,207.0,31,3791
tr_02555,家電,,新品,1,2026-01-22,508.0,88,36401
tr_02556,ファッション,brand_05,傷や汚れあり,1,2026-01-07,139.0,25,1862
tr_02557,スポーツ,brand_07,新品,1,2026-02-22,464.0,67,17301
tr_02558,ファッション,brand_18,傷や汚れあり,0,2026-03-24,75.0,143,3260
tr_02559,本・音楽,brand_14,ほぼ新品,1,2026-04-06,567.0,151,3506
tr_02560,ファッション,,新品,1,2026-04-26,508.0,10,13174
tr_02561,本・音楽,,傷や汚れあり,0,2026-02-28,554.0,36,2223
tr_02562,ファッション,brand_04,ほぼ新品,1,2026-02-03,22.0,146,2849
tr_02563,ファッション,brand_03,新品,1,2026-03-22,121.0,61,14105
tr_02564,家電,brand_11,傷や汚れあり,0,2026-02-06,553.0,89,19664
tr_02565,スポーツ,brand_07,新品,1,2026-01-06,531.0,38,22851
tr_02566,スポーツ,brand_14,ほぼ新品,1,2026-04-06,148.0,135,7645
tr_02567,家電,brand_04,全体的に状態が悪い,1,2026-01-02,344.0,109,25565
tr_02568,本・音楽,brand_17,傷や汚れあり,0,2026-04-01,267.0,67,1636
tr_02569,本・音楽,,ほぼ新品,1,2026-01-19,134.0,231,1382
tr_02570,本・音楽,brand_18,傷や汚れあり,0,2026-02-23,516.0,85,1066
tr_02571,スポーツ,brand_05,傷や汚れあり,1,2026-01-08,195.0,83,5506
tr_02572,家電,brand_11,ほぼ新品,1,2026-04-10,360.0,75,21076
tr_02573,本・音楽,brand_19,傷や汚れあり,1,2026-03-05,219.0,53,1924
tr_02574,ファッション,brand_11,傷や汚れあり,1,2026-02-23,349.0,122,3779
tr_02575,家電,brand_18,傷や汚れあり,1,2026-01-11,274.0,131,7977
tr_02576,ホビー,brand_03,傷や汚れあり,1,2026-01-13,181.0,181,9059
tr_02577,ファッション,brand_15,全体的に状態が悪い,1,2026-03-15,49.0,135,1816
tr_02578,スポーツ,brand_08,ほぼ新品,1,2026-02-18,,118,7971
tr_02579,本・音楽,,新品,1,2026-03-28,508.0,41,2414
tr_02580,ファッション,brand_17,ほぼ新品,1,2026-03-30,575.0,31,6426
tr_02581,ファッション,brand_04,ほぼ新品,1,2026-01-18,181.0,71,4002
tr_02582,ホビー,brand_08,新品,1,2026-04-21,454.0,132,12552
tr_02583,ホビー,brand_01,全体的に状態が悪い,1,2026-02-05,179.0,75,1858
tr_02584,ファッション,brand_19,ほぼ新品,0,2026-03-11,575.0,93,4391
tr_02585,スポーツ,,ほぼ新品,1,2026-01-29,334.0,46,11801
tr_02586,スポーツ,brand_19,傷や汚れあり,1,2026-01-15,203.0,40,16053
tr_02587,スポーツ,brand_06,全体的に状態が悪い,1,2026-02-11,99.0,67,4626
tr_02588,家電,brand_04,ほぼ新品,1,2026-01-20,377.0,125,20793
tr_02589,ホビー,brand_12,傷や汚れあり,0,2026-04-13,176.0,44,2842
tr_02590,ホビー,brand_09,傷や汚れあり,0,2026-03-21,460.0,149,10010
tr_02591,ファッション,brand_16,ほぼ新品,1,2026-02-09,351.0,130,8797
tr_02592,家電,brand_10,新品,1,2026-01-08,371.0,22,36620
tr_02593,スポーツ,brand_05,傷や汚れあり,1,2026-01-04,410.0,36,4900
tr_02594,家電,brand_08,傷や汚れあり,0,2026-04-02,436.0,54,21011
tr_02595,スポーツ,brand_01,傷や汚れあり,1,2026-03-10,559.0,43,7090
tr_02596,ファッション,brand_16,傷や汚れあり,1,2026-01-13,470.0,45,2202
tr_02597,スポーツ,brand_12,傷や汚れあり,0,2026-03-25,398.0,20,10550
tr_02598,家電,brand_03,ほぼ新品,1,2026-04-10,273.0,80,18540
tr_02599,家電,,新品,1,2026-02-12,141.0,78,26678
tr_02600,ファッション,brand_09,新品,0,2026-02-08,136.0,15,8779
tr_02601,ファッション,brand_09,ほぼ新品,0,2026-03-31,190.0,10,6942
tr_02602,家電,brand_05,ほぼ新品,0,2026-02-19,342.0,145,22621
tr_02603,ファッション,brand_16,新品,0,2026-03-13,238.0,131,3307
tr_02604,スポーツ,brand_13,ほぼ新品,0,2026-03-02,332.0,83,10788
tr_02605,家電,brand_19,ほぼ新品,0,2026-01-04,414.0,58,16429
tr_02606,ホビー,brand_13,新品,0,2026-04-11,298.0,76,5931
tr_02607,ファッション,brand_19,傷や汚れあり,1,2026-03-07,43.0,62,2574
tr_02608,ホビー,brand_05,ほぼ新品,0,2026-01-08,535.0,27,12960
tr_02609,スポーツ,brand_04,ほぼ新品,0,2026-04-10,325.0,37,14245
tr_02610,家電,brand_17,傷や汚れあり,1,2026-01-24,265.0,163,20191
tr_02611,ホビー,brand_06,傷や汚れあり,0,2026-02-03,,80,4377
tr_02612,ファッション,brand_18,新品,0,2026-04-29,459.0,38,2978
tr_02613,本・音楽,brand_08,傷や汚れあり,0,2026-04-29,419.0,104,2560
tr_02614,家電,brand_01,新品,0,2026-02-05,252.0,75,15081
tr_02615,家電,brand_14,傷や汚れあり,1,2026-04-02,576.0,221,8146
tr_02616,ファッション,brand_11,全体的に状態が悪い,1,2026-01-11,,147,1765
tr_02617,ホビー,brand_11,傷や汚れあり,1,2026-04-16,325.0,89,8992
tr_02618,ファッション,brand_07,ほぼ新品,1,2026-03-28,208.0,110,2695
tr_02619,本・音楽,brand_11,ほぼ新品,0,2026-02-15,549.0,81,2959
tr_02620,ファッション,,傷や汚れあり,1,2026-01-01,406.0,136,7323
tr_02621,本・音楽,,ほぼ新品,0,2026-04-17,450.0,192,2378
tr_02622,本・音楽,,全体的に状態が悪い,1,2026-01-25,340.0,37,716
tr_02623,スポーツ,brand_11,傷や汚れあり,1,2026-01-25,391.0,62,5245
tr_02624,スポーツ,brand_08,傷や汚れあり,1,2026-02-05,482.0,13,15858
tr_02625,スポーツ,brand_13,傷や汚れあり,0,2026-03-15,223.0,125,15075
tr_02626,ホビー,brand_05,全体的に状態が悪い,0,2026-01-31,573.0,70,4800
tr_02627,ファッション,brand_09,全体的に状態が悪い,1,2026-02-05,470.0,232,5759
tr_02628,本・音楽,brand_08,傷や汚れあり,0,2026-02-22,462.0,159,1042
tr_02629,スポーツ,brand_04,傷や汚れあり,1,2026-01-14,191.0,70,9762
tr_02630,家電,brand_10,傷や汚れあり,0,2026-04-02,223.0,85,9274
tr_02631,スポーツ,brand_01,傷や汚れあり,0,2026-02-20,458.0,42,4652
tr_02632,ホビー,brand_11,全体的に状態が悪い,0,2026-02-22,182.0,73,4713
tr_02633,家電,brand_12,ほぼ新品,1,2026-01-25,594.0,44,26877
tr_02634,スポーツ,brand_12,新品,1,2026-02-12,543.0,9,32870
tr_02635,ファッション,brand_02,ほぼ新品,0,2026-01-21,584.0,80,5622
tr_02636,ホビー,brand_17,ほぼ新品,1,2026-01-26,205.0,105,13115
tr_02637,ホビー,brand_11,全体的に状態が悪い,0,2026-04-09,593.0,137,4634
tr_02638,本・音楽,brand_07,ほぼ新品,0,2026-02-11,320.0,70,1855
tr_02639,ファッション,brand_11,全体的に状態が悪い,1,2026-03-08,323.0,74,2702
tr_02640,スポーツ,brand_14,傷や汚れあり,0,2026-01-10,86.0,142,5889
tr_02641,家電,brand_07,傷や汚れあり,1,2026-01-04,55.0,-1,8190
tr_02642,ファッション,brand_07,傷や汚れあり,1,2026-04-23,441.0,106,4474
tr_02643,ファッション,brand_00,ほぼ新品,1,2026-03-18,268.0,354,7505
tr_02644,スポーツ,brand_14,全体的に状態が悪い,1,2026-02-01,243.0,11,9788
tr_02645,家電,,ほぼ新品,0,2026-02-02,134.0,38,36509
tr_02646,本・音楽,brand_07,傷や汚れあり,1,2026-03-17,277.0,88,2611
tr_02647,ファッション,brand_08,全体的に状態が悪い,1,2026-03-12,71.0,217,2344
tr_02648,スポーツ,brand_18,ほぼ新品,1,2026-01-15,175.0,30,14943
tr_02649,ホビー,brand_05,全体的に状態が悪い,0,2026-02-27,380.0,18,3274
tr_02650,ファッション,brand_00,ほぼ新品,1,2026-02-03,457.0,273,2451
tr_02651,ファッション,brand_15,全体的に状態が悪い,0,2026-03-07,209.0,233,1198
tr_02652,家電,brand_14,傷や汚れあり,0,2026-02-28,469.0,24,13823
tr_02653,ホビー,brand_02,ほぼ新品,1,2026-02-17,340.0,95,16264
tr_02654,家電,brand_17,傷や汚れあり,1,2026-04-28,573.0,54,43765
tr_02655,家電,brand_10,全体的に状態が悪い,0,2026-04-09,24.0,267,7178
tr_02656,ファッション,brand_03,傷や汚れあり,1,2026-03-20,367.0,61,3836
tr_02657,スポーツ,brand_17,傷や汚れあり,0,2026-01-01,24.0,97,4500
tr_02658,ホビー,brand_12,傷や汚れあり,0,2026-03-26,436.0,27,13449
tr_02659,スポーツ,brand_10,傷や汚れあり,1,2026-03-05,489.0,149,11505
tr_02660,スポーツ,brand_15,ほぼ新品,1,2026-02-16,40.0,43,7188
tr_02661,家電,brand_00,ほぼ新品,0,2026-03-31,,87,19120
tr_02662,ホビー,brand_12,ほぼ新品,1,2026-04-11,48.0,144,7963
tr_02663,ファッション,brand_10,傷や汚れあり,1,2026-03-12,87.0,25,3867
tr_02664,ホビー,brand_16,傷や汚れあり,1,2026-01-29,530.0,40,6095
tr_02665,ホビー,brand_19,全体的に状態が悪い,1,2026-01-22,391.0,166,2746
tr_02666,家電,brand_12,ほぼ新品,1,2026-02-02,492.0,110,26398
tr_02667,スポーツ,brand_15,傷や汚れあり,1,2026-04-09,390.0,42,8918
tr_02668,家電,brand_19,傷や汚れあり,0,2026-03-03,250.0,45,7475
tr_02669,ホビー,brand_05,新品,1,2026-02-07,73.0,266,7650
tr_02670,本・音楽,,新品,1,2026-02-12,416.0,40,5004
tr_02671,ホビー,brand_12,ほぼ新品,1,2026-03-31,122.0,84,16090
tr_02672,ファッション,brand_01,ほぼ新品,1,2026-04-26,580.0,118,23804
tr_02673,スポーツ,brand_07,ほぼ新品,0,2026-03-19,125.0,82,5090
tr_02674,ファッション,brand_02,傷や汚れあり,0,2026-04-17,525.0,221,2274
tr_02675,ホビー,brand_02,ほぼ新品,1,2026-02-22,517.0,119,12764
tr_02676,ホビー,brand_05,ほぼ新品,0,2026-01-05,243.0,161,4944
